zip,zone,delivery_rate,pickup_rate
48014,AHM Utica 4.A, $100.00 , $10.00 
48002,AHM Utica 4.A, $100.00 , $10.00 
48416,AHM Utica 4.A, $100.00 , $50.00 
48461,AHM Utica 4.A, $100.00 , $10.00 
48412,AHM Utica 4.A, $100.00 , $10.00 
48444,AHM Utica 4.A, $100.00 , $10.00 
48095,AHM Utica 4.A, $100.00 , $10.00 
48094,AHM Utica 4.A, $100.00 , $10.00 
48317,AHM Utica 4.B, $100.00 , $10.00 
48315,AHM Utica 4.B, $100.00 , $10.00 
48094,AHM Utica 4.B, $100.00 , $10.00 
48095,AHM Utica 4.B, $100.00 , $10.00 
48065,AHM Utica 4.B, $100.00 , $10.00 
48367,AHM Utica 4.B, $100.00 , $10.00 
48370,AHM Utica 4.B, $100.00 , $10.00 
48428,AHM Utica 4.B, $100.00 , $10.00 
48003,AHM Utica 4.B, $100.00 , $10.00 
48307,AHM Utica 4.B, $100.00 , $10.00 
48316,AHM Utica 4.B, $100.00 , $10.00 
48306,AHM Utica 4.B, $100.00 , $10.00 
48096,AHM Utica 3.B, $100.00 , $10.00 
48050,AHM Utica 3.B, $100.00 , $10.00 
48317,AHM Utica 5.A, $100.00 , $10.00 
48315,AHM Utica 5.A, $100.00 , $10.00 
48042,AHM Utica 5.A, $100.00 , $10.00 
48051,AHM Utica 5.A, $100.00 , $10.00 
48048,AHM Utica 5.A, $100.00 , $10.00 
48074,AHM Utica 5.A, $100.00 , $10.00 
48040,AHM Utica 5.A, $100.00 , $50.00 
48049,AHM Utica 5.A, $100.00 , $50.00 
48032,AHM Utica 5.A, $100.00 , $50.00 
48059,AHM Utica 5.A, $100.00 , $50.00 
48060,AHM Utica 5.A, $100.00 , $50.00 
48079,AHM Utica 5.A, $100.00 , $10.00 
48064,AHM Utica 5.A, $100.00 , $10.00 
48317,AHM Utica 5.B, $100.00 , $10.00 
48315,AHM Utica 5.B, $100.00 , $10.00 
48044,AHM Utica 5.B, $100.00 , $10.00 
48042,AHM Utica 5.B, $100.00 , $10.00 
48051,AHM Utica 5.B, $100.00 , $10.00 
48048,AHM Utica 5.B, $100.00 , $10.00 
48064,AHM Utica 5.B, $100.00 , $10.00 
48063,AHM Utica 5.B, $100.00 , $10.00 
48027,AHM Utica 5.B, $100.00 , $10.00 
48139,AHM Ann Arbor 2.A, $100.00 , $10.00 
48411,AHM Clarkston 5.A, $100.00 , $10.00 
48335,AHM Farmington Hills 5.B, $100.00 , $10.00 
48336,AHM Farmington Hills 5.B, $100.00 , $10.00 
48033,AHM Farmington Hills 5.B, $100.00 , $10.00 
48075,AHM Farmington Hills 5.B, $100.00 , $10.00 
48237,AHM Farmington Hills 5.B, $100.00 , $10.00 
48220,AHM Farmington Hills 5.B, $100.00 , $10.00 
48030,AHM Farmington Hills 5.B, $100.00 , $10.00 
48203,AHM Farmington Hills 5.B, $100.00 , $10.00 
48221,AHM Farmington Hills 5.B, $100.00 , $10.00 
48238,AHM Farmington Hills 5.B, $100.00 , $10.00 
48204,AHM Farmington Hills 5.B, $100.00 , $10.00 
48206,AHM Farmington Hills 5.B, $100.00 , $10.00 
48210,AHM Farmington Hills 5.B, $100.00 , $10.00 
48209,AHM Farmington Hills 5.B, $100.00 , $10.00 
48216,AHM Farmington Hills 5.B, $100.00 , $10.00 
48208,AHM Farmington Hills 5.B, $100.00 , $10.00 
48201,AHM Farmington Hills 5.B, $100.00 , $10.00 
48226,AHM Farmington Hills 5.B, $100.00 , $10.00 
48207,AHM Farmington Hills 5.B, $100.00 , $10.00 
48214,AHM Farmington Hills 5.B, $100.00 , $10.00 
48215,AHM Farmington Hills 5.B, $100.00 , $10.00 
48230,AHM Farmington Hills 5.B, $100.00 , $10.00 
48202,AHM Farmington Hills 5.B, $100.00 , $10.00 
48212,AHM Farmington Hills 5.B, $100.00 , $10.00 
48211,AHM Farmington Hills 5.B, $100.00 , $10.00 
48213,AHM Farmington Hills 5.B, $100.00 , $10.00 
48224,AHM Farmington Hills 5.B, $100.00 , $10.00 
48236,AHM Farmington Hills 5.B, $100.00 , $10.00 
48225,AHM Farmington Hills 5.B, $100.00 , $10.00 
48080,AHM Farmington Hills 5.B, $100.00 , $10.00 
48205,AHM Farmington Hills 5.B, $100.00 , $10.00 
48234,AHM Farmington Hills 5.B, $100.00 , $10.00 
48331,AHM Farmington Hills 5.A, $100.00 , $10.00 
48334,AHM Farmington Hills 5.A, $100.00 , $10.00 
48336,AHM Farmington Hills 5.A, $100.00 , $10.00 
48034,AHM Farmington Hills 5.A, $100.00 , $10.00 
48076,AHM Farmington Hills 5.A, $100.00 , $10.00 
48072,AHM Farmington Hills 5.A, $100.00 , $10.00 
48070,AHM Farmington Hills 5.A, $100.00 , $10.00 
48067,AHM Farmington Hills 5.A, $100.00 , $10.00 
48073,AHM Farmington Hills 5.A, $100.00 , $10.00 
48071,AHM Farmington Hills 5.A, $100.00 , $10.00 
48091,AHM Farmington Hills 5.A, $100.00 , $10.00 
48092,AHM Farmington Hills 5.A, $100.00 , $10.00 
48069,AHM Farmington Hills 5.A, $100.00 , $10.00 
48089,AHM Farmington Hills 5.A, $100.00 , $10.00 
48015,AHM Farmington Hills 5.A, $100.00 , $10.00 
48093,AHM Farmington Hills 5.A, $100.00 , $10.00 
48397,AHM Farmington Hills 5.A, $100.00 , $10.00 
48021,AHM Farmington Hills 5.A, $100.00 , $10.00 
48066,AHM Farmington Hills 5.A, $100.00 , $10.00 
48088,AHM Farmington Hills 5.A, $100.00 , $10.00 
48026,AHM Farmington Hills 5.A, $100.00 , $10.00 
48035,AHM Farmington Hills 5.A, $100.00 , $10.00 
48082,AHM Farmington Hills 5.A, $100.00 , $10.00 
48081,AHM Farmington Hills 5.A, $100.00 , $10.00 
48335,AHM Farmington Hills 5.A, $100.00 , $10.00 
48335,AHM Farmington Hills 4.A, $100.00 , $10.00 
48375,AHM Farmington Hills 4.A, $100.00 , $10.00 
48331,AHM Farmington Hills 4.A, $100.00 , $10.00 
48377,AHM Farmington Hills 4.A, $100.00 , $10.00 
48322,AHM Farmington Hills 4.A, $100.00 , $10.00 
48390,AHM Farmington Hills 4.A, $100.00 , $10.00 
48025,AHM Farmington Hills 4.A, $100.00 , $10.00 
48301,AHM Farmington Hills 4.A, $100.00 , $10.00 
48302,AHM Farmington Hills 4.A, $100.00 , $10.00 
48323,AHM Farmington Hills 4.A, $100.00 , $10.00 
48324,AHM Farmington Hills 4.A, $100.00 , $10.00 
48320,AHM Farmington Hills 4.A, $100.00 , $10.00 
48382,AHM Farmington Hills 4.A, $100.00 , $10.00 
48334,AHM Farmington Hills 4.A, $100.00 , $10.00 
48336,AHM Farmington Hills 4.A, $100.00 , $10.00 
48375,AHM Farmington Hills 4.B, $100.00 , $10.00 
48335,AHM Farmington Hills 4.B, $100.00 , $10.00 
48152,AHM Farmington Hills 4.B, $100.00 , $10.00 
48154,AHM Farmington Hills 4.B, $100.00 , $10.00 
48150,AHM Farmington Hills 4.B, $100.00 , $10.00 
48336,AHM Farmington Hills 4.B, $100.00 , $10.00 
48375,AHM Farmington Hills 3.A, $100.00 , $10.00 
48167,AHM Farmington Hills 3.A, $100.00 , $10.00 
48168,AHM Farmington Hills 3.A, $100.00 , $10.00 
48187,AHM Farmington Hills 3.A, $100.00 , $10.00 
48170,AHM Farmington Hills 3.A, $100.00 , $10.00 
48188,AHM Farmington Hills 3.A, $100.00 , $10.00 
48335,AHM Farmington Hills 3.B, $100.00 , $10.00 
48152,AHM Farmington Hills 3.B, $100.00 , $10.00 
48154,AHM Farmington Hills 3.B, $100.00 , $10.00 
48150,AHM Farmington Hills 3.B, $100.00 , $10.00 
48240,AHM Farmington Hills 3.B, $100.00 , $10.00 
48185,AHM Farmington Hills 3.B, $100.00 , $10.00 
48135,AHM Farmington Hills 3.B, $100.00 , $10.00 
48141,AHM Farmington Hills 3.B, $100.00 , $10.00 
48184,AHM Farmington Hills 3.B, $100.00 , $10.00 
48186,AHM Farmington Hills 3.B, $100.00 , $10.00 
48331,AHM Farmington Hills 2.A, $100.00 , $10.00 
48334,AHM Farmington Hills 2.A, $100.00 , $10.00 
48034,AHM Farmington Hills 2.A, $100.00 , $10.00 
48076,AHM Farmington Hills 2.A, $100.00 , $10.00 
48075,AHM Farmington Hills 2.A, $100.00 , $10.00 
48227,AHM Farmington Hills 2.A, $100.00 , $10.00 
48235,AHM Farmington Hills 2.A, $100.00 , $10.00 
48228,AHM Farmington Hills 2.A, $100.00 , $10.00 
48126,AHM Farmington Hills 2.A, $100.00 , $10.00 
48120,AHM Farmington Hills 2.A, $100.00 , $10.00 
48217,AHM Farmington Hills 2.A, $100.00 , $10.00 
48218,AHM Farmington Hills 2.A, $100.00 , $10.00 
48229,AHM Farmington Hills 2.A, $100.00 , $10.00 
48122,AHM Farmington Hills 2.A, $100.00 , $10.00 
48335,AHM Farmington Hills 2.B, $100.00 , $10.00 
48336,AHM Farmington Hills 2.B, $100.00 , $10.00 
48033,AHM Farmington Hills 2.B, $100.00 , $10.00 
48219,AHM Farmington Hills 2.B, $100.00 , $10.00 
48223,AHM Farmington Hills 2.B, $100.00 , $10.00 
48239,AHM Farmington Hills 2.B, $100.00 , $10.00 
48128,AHM Farmington Hills 2.B, $100.00 , $10.00 
48127,AHM Farmington Hills 2.B, $100.00 , $10.00 
48124,AHM Farmington Hills 2.B, $100.00 , $10.00 
48125,AHM Farmington Hills 2.B, $100.00 , $10.00 
48375,AHM Farmington Hills 1.A, $100.00 , $10.00 
48377,AHM Farmington Hills 1.A, $100.00 , $10.00 
48331,AHM Farmington Hills 1.A, $100.00 , $10.00 
48335,AHM Farmington Hills 1.A, $100.00 , $10.00 
48152,AHM Farmington Hills 1.A, $100.00 , $10.00 
48374,AHM Farmington Hills 1.A, $100.00 , $10.00 
48393,AHM Farmington Hills 1.A, $100.00 , $10.00 
48381,AHM Farmington Hills 1.A, $100.00 , $10.00 
48380,AHM Farmington Hills 1.A, $100.00 , $10.00 
48353,AHM Farmington Hills 1.A, $100.00 , $10.00 
48855,AHM Farmington Hills 1.A, $100.00 , $10.00 
48375,AHM Farmington Hills 1.B, $100.00 , $10.00 
48377,AHM Farmington Hills 1.B, $100.00 , $10.00 
48374,AHM Farmington Hills 1.B, $100.00 , $10.00 
48165,AHM Farmington Hills 1.B, $100.00 , $10.00 
48116,AHM Farmington Hills 1.B, $100.00 , $10.00 
48114,AHM Farmington Hills 1.B, $100.00 , $10.00 
48843,AHM Farmington Hills 1.B, $100.00 , $10.00 
48836,AHM Farmington Hills 1.B, $100.00 , $10.00 
48892,AHM Farmington Hills 1.B, $100.00 , $10.00 
48895,AHM Farmington Hills 1.B, $100.00 , $50.00 
48816,AHM Farmington Hills 1.A, $100.00 , $10.00 
49319,AHM Cedar Springs 5.A, $100.00 , $10.00 
49341,AHM Cedar Springs 5.A, $100.00 , $10.00 
49326,AHM Cedar Springs 5.A, $100.00 , $10.00 
48888,AHM Cedar Springs 5.A, $100.00 , $10.00 
48818,AHM Cedar Springs 5.A, $100.00 , $50.00 
48811,AHM Cedar Springs 5.A, $100.00 , $50.00 
48885,AHM Cedar Springs 5.A, $100.00 , $10.00 
49319,AHM Cedar Springs 5.B, $100.00 , $10.00 
49341,AHM Cedar Springs 5.B, $100.00 , $10.00 
48838,AHM Cedar Springs 5.B, $100.00 , $10.00 
48884,AHM Cedar Springs 5.B, $100.00 , $10.00 
48834,AHM Cedar Springs 5.B, $100.00 , $10.00 
48870,AHM Cedar Springs 5.B, $100.00 , $10.00 
48865,AHM Cedar Springs 5.B, $100.00 , $10.00 
48809,AHM Cedar Springs 5.B, $100.00 , $10.00 
49319,AHM Cedar Springs 4.A, $100.00 , $10.00 
49343,AHM Cedar Springs 4.A, $100.00 , $10.00 
49339,AHM Cedar Springs 4.A, $100.00 , $10.00 
49347,AHM Cedar Springs 4.A, $100.00 , $10.00 
49322,AHM Cedar Springs 4.A, $100.00 , $10.00 
49329,AHM Cedar Springs 4.A, $100.00 , $10.00 
48850,AHM Cedar Springs 4.A, $100.00 , $10.00 
48852,AHM Cedar Springs 4.A, $100.00 , $10.00 
48829,AHM Cedar Springs 4.A, $100.00 , $10.00 
48886,AHM Cedar Springs 4.A, $100.00 , $10.00 
49336,AHM Cedar Springs 4.A, $100.00 , $10.00 
49346,AHM Cedar Springs 4.A, $100.00 , $10.00 
49307,AHM Cedar Springs 4.A, $100.00 , $10.00 
49639,AHM Cedar Springs 4.A, $100.00 , $50.00 
49677,AHM Cedar Springs 4.A, $100.00 , $50.00 
49623,AHM Cedar Springs 4.A, $100.00 , $50.00 
49304,AHM Cedar Springs 4.A, $100.00 , $50.00 
49402,AHM Cedar Springs 4.A, $100.00 , $50.00 
49410,AHM Cedar Springs 4.A, $100.00 , $50.00 
49405,AHM Cedar Springs 4.A, $100.00 , $50.00 
49454,AHM Cedar Springs 4.A, $100.00 , $50.00 
49458,AHM Cedar Springs 4.A, $100.00 , $50.00 
49642,AHM Cedar Springs 4.A, $100.00 , $50.00 
49309,AHM Cedar Springs 4.A, $100.00 , $50.00 
49338,AHM Cedar Springs 4.A, $100.00 , $50.00 
49459,AHM Cedar Springs 4.B, $100.00 , $50.00 
49312,AHM Cedar Springs 4.B, $100.00 , $50.00 
49349,AHM Cedar Springs 4.B, $100.00 , $10.00 
49421,AHM Cedar Springs 4.B, $100.00 , $50.00 
49425,AHM Cedar Springs 4.B, $100.00 , $10.00 
49412,AHM Cedar Springs 4.B, $100.00 , $10.00 
49337,AHM Cedar Springs 4.B, $100.00 , $10.00 
49327,AHM Cedar Springs 4.B, $100.00 , $10.00 
49343,AHM Cedar Springs 4.B, $100.00 , $10.00 
49319,AHM Cedar Springs 4.B, $100.00 , $10.00 
49319,AHM Cedar Springs 3.A, $100.00 , $10.00 
49341,AHM Cedar Springs 3.A, $100.00 , $10.00 
49331,AHM Cedar Springs 3.A, $100.00 , $10.00 
48881,AHM Cedar Springs 3.A, $100.00 , $10.00 
48846,AHM Cedar Springs 3.A, $100.00 , $10.00 
48875,AHM Cedar Springs 3.A, $100.00 , $50.00 
49306,AHM Cedar Springs 3.A, $100.00 , $10.00 
49525,AHM Cedar Springs 3.A, $100.00 , $10.00 
49506,AHM Cedar Springs 3.A, $100.00 , $10.00 
49512,AHM Cedar Springs 3.A, $100.00 , $10.00 
49546,AHM Cedar Springs 3.A, $100.00 , $10.00 
49503,AHM Cedar Springs 3.A, $100.00 , $10.00 
49505,AHM Cedar Springs 3.A, $100.00 , $10.00 
49301,AHM Cedar Springs 3.A, $100.00 , $10.00 
49341,AHM Cedar Springs 3.B, $100.00 , $10.00 
49319,AHM Cedar Springs 3.B, $100.00 , $10.00 
49306,AHM Cedar Springs 3.B, $100.00 , $10.00 
49525,AHM Cedar Springs 3.B, $100.00 , $10.00 
49503,AHM Cedar Springs 3.B, $100.00 , $10.00 
49505,AHM Cedar Springs 3.B, $100.00 , $10.00 
49506,AHM Cedar Springs 3.B, $100.00 , $10.00 
49508,AHM Cedar Springs 3.B, $100.00 , $10.00 
49548,AHM Cedar Springs 3.B, $100.00 , $10.00 
49315,AHM Cedar Springs 3.B, $100.00 , $10.00 
49507,AHM Cedar Springs 3.B, $100.00 , $10.00 
49323,AHM Cedar Springs 3.B, $100.00 , $10.00 
49348,AHM Cedar Springs 3.B, $100.00 , $10.00 
49335,AHM Cedar Springs 3.B, $100.00 , $50.00 
49333,AHM Cedar Springs 3.B, $100.00 , $10.00 
49316,AHM Cedar Springs 3.B, $100.00 , $10.00 
49302,AHM Cedar Springs 3.B, $100.00 , $10.00 
49512,AHM Cedar Springs 3.B, $100.00 , $10.00 
49546,AHM Cedar Springs 3.B, $100.00 , $10.00 
49319,AHM Cedar Springs 2.A, $100.00 , $10.00 
49341,AHM Cedar Springs 2.A, $100.00 , $10.00 
49306,AHM Cedar Springs 2.A, $100.00 , $10.00 
49321,AHM Cedar Springs 2.A, $100.00 , $10.00 
49504,AHM Cedar Springs 2.A, $100.00 , $10.00 
49544,AHM Cedar Springs 2.A, $100.00 , $10.00 
49519,AHM Cedar Springs 2.A, $100.00 , $10.00 
49509,AHM Cedar Springs 2.A, $100.00 , $10.00 
49418,AHM Cedar Springs 2.A, $100.00 , $10.00 
49534,AHM Cedar Springs 2.A, $100.00 , $10.00 
49426,AHM Cedar Springs 2.A, $100.00 , $10.00 
49464,AHM Cedar Springs 2.A, $100.00 , $10.00 
49423,AHM Cedar Springs 2.A, $100.00 , $50.00 
49424,AHM Cedar Springs 2.A, $100.00 , $50.00 
49428,AHM Cedar Springs 2.A, $100.00 , $10.00 
49319,AHM Cedar Springs 2.B, $100.00 , $10.00 
49341,AHM Cedar Springs 2.B, $100.00 , $10.00 
49321,AHM Cedar Springs 2.B, $100.00 , $10.00 
49544,AHM Cedar Springs 2.B, $100.00 , $10.00 
49403,AHM Cedar Springs 2.B, $100.00 , $10.00 
49435,AHM Cedar Springs 2.B, $100.00 , $10.00 
49404,AHM Cedar Springs 2.B, $100.00 , $10.00 
49401,AHM Cedar Springs 2.B, $100.00 , $10.00 
49460,AHM Cedar Springs 2.B, $100.00 , $10.00 
49417,AHM Cedar Springs 2.B, $100.00 , $10.00 
49456,AHM Cedar Springs 2.B, $100.00 , $50.00 
49448,AHM Cedar Springs 2.B, $100.00 , $10.00 
49415,AHM Cedar Springs 2.B, $100.00 , $10.00 
49341,AHM Cedar Springs 4.A, $100.00 , $10.00 
49341,AHM Cedar Springs 1.A, $100.00 , $10.00 
49319,AHM Cedar Springs 1.A, $100.00 , $10.00 
49330,AHM Cedar Springs 1.A, $100.00 , $10.00 
49303,AHM Cedar Springs 1.A, $100.00 , $10.00 
49457,AHM Cedar Springs 1.A, $100.00 , $10.00 
49452,AHM Cedar Springs 1.A, $100.00 , $50.00 
49455,AHM Cedar Springs 1.A, $100.00 , $50.00 
49420,AHM Cedar Springs 1.A, $100.00 , $50.00 
49449,AHM Cedar Springs 1.A, $100.00 , $50.00 
49431,AHM Cedar Springs 1.A, $100.00 , $50.00 
49436,AHM Cedar Springs 1.A, $100.00 , $50.00 
49446,AHM Cedar Springs 1.A, $100.00 , $50.00 
49437,AHM Cedar Springs 1.B, $100.00 , $50.00 
49461,AHM Cedar Springs 1.B, $100.00 , $50.00 
49445,AHM Cedar Springs 1.B, $100.00 , $50.00 
49441,AHM Cedar Springs 1.B, $100.00 , $50.00 
49444,AHM Cedar Springs 1.B, $100.00 , $10.00 
49442,AHM Cedar Springs 1.B, $100.00 , $10.00 
49440,AHM Cedar Springs 1.B, $100.00 , $50.00 
49451,AHM Cedar Springs 1.B, $100.00 , $10.00 
49318,AHM Cedar Springs 1.B, $100.00 , $10.00 
49345,AHM Cedar Springs 1.B, $100.00 , $10.00 
49330,AHM Cedar Springs 1.B, $100.00 , $10.00 
49319,AHM Cedar Springs 1.B, $100.00 , $10.00 
49341,AHM Cedar Springs 1.B, $100.00 , $10.00 
49341,AHM Cedar Springs 4.B, $100.00 , $10.00 
49263,AHM Ann Arbor 1.B, $100.00 , $10.00 
49269,AHM Ann Arbor 1, $100.00 , $50.00 
49272,AHM Ann Arbor 1, $100.00 , $10.00 
49277,AHM Ann Arbor 1, $100.00 , $10.00 
49259,AHM Ann Arbor 1, $100.00 , $10.00 
49285,AHM Ann Arbor 1, $100.00 , $10.00 
48137,AHM Ann Arbor 1, $100.00 , $10.00 
48169,AHM Ann Arbor 1, $100.00 , $10.00 
48130,AHM Ann Arbor 1, $100.00 , $10.00 
49201,AHM Ann Arbor 1, $100.00 , $10.00 
48103,AHM Ann Arbor 1, $100.00 , $10.00 
49203,AHM Ann Arbor 1, $100.00 , $10.00 
49202,AHM Ann Arbor 1, $100.00 , $10.00 
49254,AHM Ann Arbor 1, $100.00 , $10.00 
49237,AHM Ann Arbor 1, $100.00 , $50.00 
49283,AHM Ann Arbor 1, $100.00 , $50.00 
49241,AHM Ann Arbor 1, $100.00 , $50.00 
49246,AHM Ann Arbor 1, $100.00 , $50.00 
49234,AHM Ann Arbor 1, $100.00 , $10.00 
49233,AHM Ann Arbor 1, $100.00 , $10.00 
49249,AHM Ann Arbor 1, $100.00 , $50.00 
49282,AHM Ann Arbor 1, $100.00 , $50.00 
49230,AHM Ann Arbor 1, $100.00 , $10.00 
48158,AHM Ann Arbor 1, $100.00 , $10.00 
49261,AHM Ann Arbor 1, $100.00 , $10.00 
49240,AHM Ann Arbor 1, $100.00 , $10.00 
48118,AHM Ann Arbor 1, $100.00 , $10.00 
48103,AHM Ann Arbor 2, $100.00 , $10.00 
48130,AHM Ann Arbor 2, $100.00 , $10.00 
48189,AHM Ann Arbor 2, $100.00 , $10.00 
48178,AHM Ann Arbor 2, $100.00 , $10.00 
48105,AHM Ann Arbor 2, $100.00 , $10.00 
48104,AHM Ann Arbor 2, $100.00 , $10.00 
48109,AHM Ann Arbor 2, $100.00 , $10.00 
48103,AHM Ann Arbor 3, $100.00 , $10.00 
48108,AHM Ann Arbor 3, $100.00 , $10.00 
48176,AHM Ann Arbor 3, $100.00 , $10.00 
49236,AHM Ann Arbor 3, $100.00 , $10.00 
49287,AHM Ann Arbor 3, $100.00 , $10.00 
49265,AHM Ann Arbor 3, $100.00 , $10.00 
49253,AHM Ann Arbor 3, $100.00 , $10.00 
49220,AHM Ann Arbor 3, $100.00 , $10.00 
49286,AHM Ann Arbor 3, $100.00 , $10.00 
49221,AHM Ann Arbor 3, $100.00 , $10.00 
48103,AHM Ann Arbor 4, $100.00 , $10.00 
48108,AHM Ann Arbor 4, $100.00 , $10.00 
48198,AHM Ann Arbor 4, $100.00 , $10.00 
48197,AHM Ann Arbor 4, $100.00 , $10.00 
48180,AHM Ann Arbor 4, $100.00 , $10.00 
48174,AHM Ann Arbor 4, $100.00 , $10.00 
48242,AHM Ann Arbor 4, $100.00 , $10.00 
48101,AHM Ann Arbor 4, $100.00 , $10.00 
48146,AHM Ann Arbor 4, $100.00 , $10.00 
48195,AHM Ann Arbor 4, $100.00 , $10.00 
48192,AHM Ann Arbor 4, $100.00 , $10.00 
48193,AHM Ann Arbor 4, $100.00 , $10.00 
48183,AHM Ann Arbor 4, $100.00 , $10.00 
48138,AHM Ann Arbor 4, $100.00 , $10.00 
48191,AHM Ann Arbor 4, $100.00 , $10.00 
48190,AHM Ann Arbor 4, $100.00 , $10.00 
48111,AHM Ann Arbor 4, $100.00 , $10.00 
48164,AHM Ann Arbor 4, $100.00 , $10.00 
48134,AHM Ann Arbor 4, $100.00 , $10.00 
48173,AHM Ann Arbor 4, $100.00 , $10.00 
48179,AHM Ann Arbor 4, $100.00 , $10.00 
48166,AHM Ann Arbor 4, $100.00 , $10.00 
48117,AHM Ann Arbor 4, $100.00 , $10.00 
48103,AHM Ann Arbor 5, $100.00 , $10.00 
48108,AHM Ann Arbor 5, $100.00 , $10.00 
48176,AHM Ann Arbor 5, $100.00 , $10.00 
49238,AHM Ann Arbor 5, $100.00 , $10.00 
49229,AHM Ann Arbor 5, $100.00 , $10.00 
